site,year,n,smf,yslf,ytnf,ffi
gran,1784,1,0.7949515017109999,2,5,7
gran,1785,5,0.42785798756567867,3,4,7
gran,1786,1,0.13203538324062317,4,3,7
gran,1787,1,-0.14636076300055634,5,2,7
gran,1788,1,-0.5027645904534018,6,1,7
gran,1789,1,-0.7102819538596332,0,0,0
gran,1790,1,-1.0419371758273035,1,41,42
gran,1791,0,-1.0450923190047798,2,40,42
gran,1792,2,-0.8256758683866234,3,39,42
gran,1793,0,-0.7648601576753884,4,38,42
gran,1794,1,-0.6655008012713187,5,37,42
gran,1795,1,0.03884580190885981,6,36,42
gran,1796,0,0.16039463404748022,7,35,42
gran,1797,1,0.059194859837787495,8,34,42
gran,1798,1,-0.06612130792566127,9,33,42
gran,1799,1,-0.08055258461620601,10,32,42
gran,1800,2,-0.09144711054699904,11,31,42
gran,1801,2,0.23946730460706744,12,30,42
gran,1802,3,0.1324053949957853,13,29,42
gran,1803,2,0.11878530693796074,14,28,42
gran,1804,2,-0.06720103415191217,15,27,42
gran,1805,1,-0.385563256487315,16,26,42
gran,1806,0,-0.8018842417348213,17,25,42
gran,1807,1,-0.7003335862863941,18,24,42
gran,1808,0,-0.5321422852328126,19,23,42
gran,1809,0,-0.4352594673277079,20,22,42
gran,1810,3,-0.2691139216530563,21,21,42
gran,1811,1,-0.18460382820180182,22,20,42
gran,1812,2,-0.06531523055183987,23,19,42
gran,1813,2,0.08100613296388828,24,18,42
gran,1814,2,0.23726038974734093,25,17,42
gran,1815,0,0.15848786222206732,26,16,42
gran,1816,2,0.27919926503288534,27,15,42
gran,1817,1,-0.08332473870949239,28,14,42
gran,1818,2,-0.2933268194944093,29,13,42
gran,1819,1,-0.3417997040751215,30,12,42
gran,1820,3,-0.4147297346774615,31,11,42
gran,1821,3,-0.6611812716222695,32,10,42
gran,1822,3,-0.49515004354960634,33,9,42
gran,1823,1,-0.43607238804082243,34,8,42
gran,1824,1,-0.3832449607843059,35,7,42
gran,1825,1,-0.192066650449036,36,6,42
gran,1826,1,0.18730893962411396,37,5,42
gran,1827,3,0.35098234979384624,38,4,42
gran,1828,3,0.09322916517046193,39,3,42
gran,1829,2,-0.04070178318732827,40,2,42
gran,1830,6,-0.37385018845927176,41,1,42
gran,1831,0,-1.0336668292246916,0,0,0
gran,1832,6,-1.4035945002705228,0,0,0
gran,1833,6,-1.211104420687072,1,18,19
gran,1834,2,-1.1124365773455367,2,17,19
gran,1835,6,-0.794123654461186,3,16,19
gran,1836,2,-0.12352485525207686,4,15,19
gran,1837,4,-0.1304032609037801,5,14,19
gran,1838,1,-0.25214668386006983,6,13,19
gran,1839,1,-0.3336026656920618,7,12,19
gran,1840,1,-0.26367537527723395,8,11,19
gran,1841,2,-0.25152945346047073,9,10,19
gran,1842,1,0.14739264827880855,10,9,19
gran,1843,0,0.3557608552027437,11,8,19
gran,1844,1,0.3532090363063143,12,7,19
gran,1845,0,0.24746927544989322,13,6,19
gran,1846,1,0.17675421151288287,14,5,19
gran,1847,1,0.3483561114245734,15,4,19
gran,1848,2,0.605601520171585,16,3,19
gran,1849,1,0.38624814726930623,17,2,19
gran,1850,2,0.17475250679029394,18,1,19
gran,1851,4,-0.29894810088888724,0,0,0
gran,1852,1,-0.6875196922726713,1,8,9
gran,1853,3,-1.3238726456056409,2,7,9
gran,1854,1,-1.1888583267167292,3,6,9
gran,1855,0,-1.2865490623139157,4,5,9
gran,1856,1,-1.055709804276322,5,4,9
gran,1857,0,-0.9627857545750242,6,3,9
gran,1858,1,-0.4975463283985072,7,2,9
gran,1859,1,-0.4231559142757466,8,1,9
gran,1860,1,-0.06668899845623866,0,0,0
gran,1861,1,0.30717118783406716,1,16,17
gran,1862,2,0.557212799479699,2,15,17
gran,1863,3,0.7300781754854568,3,14,17
gran,1864,1,0.8801056319245982,4,13,17
gran,1865,2,0.5052464836235795,5,12,17
gran,1866,1,0.16994763621570036,6,11,17
gran,1867,0,-0.09700228178549011,7,10,17
gran,1868,1,-0.44946149467956714,8,9,17
gran,1869,0,-0.6471207484231238,9,8,17
gran,1870,5,-0.2636508530533287,10,7,17
gran,1871,0,-0.35391437219816235,11,6,17
gran,1872,0,-0.594166680973516,12,5,17
gran,1873,1,-0.6343166358069523,13,4,17
gran,1874,0,-0.5116112132234809,14,3,17
gran,1875,2,-0.5276112130863903,15,2,17
gran,1876,0,-0.07072669157137233,16,1,17
gran,1877,3,0.5105838767310105,0,0,0
gran,1878,2,0.7043081561728348,1,21,22
gran,1879,1,0.5284995860599863,2,20,22
gran,1880,1,0.291756955546835,3,19,22
gran,1881,1,-0.2299137587996906,4,18,22
gran,1882,5,-0.5830961015429824,5,17,22
gran,1883,3,-0.7433187561316554,6,16,22
gran,1884,8,-0.7392952160030719,7,15,22
gran,1885,3,-0.8441901176494991,8,14,22
gran,1886,2,-0.7095558200391764,9,13,22
gran,1887,5,-0.974956405975071,10,12,22
gran,1888,0,-1.0985780763999065,11,11,22
gran,1889,2,-1.2694766341910426,12,10,22
gran,1890,5,-1.3256734255619658,13,9,22
gran,1891,6,-1.5908970038614338,14,8,22
gran,1892,4,-1.3520913060509712,15,7,22
gran,1893,5,-1.217058923882053,16,6,22
gran,1894,3,-0.91313968805927,17,5,22
gran,1895,5,-0.5900361655041573,18,4,22
gran,1896,3,-0.24417597587422135,19,3,22
gran,1897,1,-0.11851880167194091,20,2,22
gran,1898,2,0.1753118655511373,21,1,22
gran,1899,2,0.4896113906844819,0,0,0
gran,1900,3,0.7350616507278539,0,0,0
gran,1901,4,0.9076509364553478,1,20,21
gran,1902,4,0.8421750657909743,2,19,21
gran,1903,2,0.6215448051140933,3,18,21
gran,1904,3,0.16391533006018344,4,17,21
gran,1905,2,-0.19347599698237639,5,16,21
gran,1906,1,-0.6305779408016678,6,15,21
gran,1907,2,-1.0015063915868674,7,14,21
gran,1908,4,-1.3993334116353497,8,13,21
gran,1909,1,-1.4786024901525672,9,12,21
gran,1910,4,-1.6018360783081396,10,11,21
gran,1911,3,-1.4608626213704583,11,10,21
gran,1912,6,-1.3859244168715597,12,9,21
gran,1913,13,-1.0311223618617815,13,8,21
gran,1914,24,-0.7056344067821791,14,7,21
gran,1915,19,-0.2726035867579003,15,6,21
gran,1916,25,0.09050798668797654,16,5,21
gran,1917,15,0.7183702534383036,17,4,21
gran,1918,20,1.0049635687145477,18,3,21
gran,1919,19,1.018175183519477,19,2,21
gran,1920,10,0.9559131219153586,20,1,21
gran,1921,6,0.7840355056744138,0,0,0
gran,1922,7,0.6824336021218018,1,24,25
gran,1923,7,0.7092533414263615,2,23,25
gran,1924,8,0.8444987602168075,3,22,25
gran,1925,10,1.0436435157578594,4,21,25
gran,1926,12,1.2559466966897401,5,20,25
gran,1927,6,1.2498261584810288,6,19,25
gran,1928,5,1.2813730449865726,7,18,25
gran,1929,5,1.1825872243425808,8,17,25
gran,1930,5,1.0951607691527676,9,16,25
gran,1931,3,0.9245067051627127,10,15,25
gran,1932,5,0.7961837662668186,11,14,25
gran,1933,7,0.40561412776000805,12,13,25
gran,1934,6,0.2584390952063143,13,12,25
gran,1935,5,0.09386555028332412,14,11,25
gran,1936,3,-0.08210492863131662,15,10,25
gran,1937,3,-0.3196595017150227,16,9,25
gran,1938,2,-0.18563999009891755,17,8,25
gran,1939,3,-0.18207932452593767,18,7,25
gran,1940,1,-0.23883599094220734,19,6,25
gran,1941,2,-0.1932676418693737,20,5,25
gran,1942,1,-0.3748359888892132,21,4,25
gran,1943,1,-0.46462699391035245,22,3,25
gran,1944,1,-0.5703432123973298,23,2,25
gran,1945,2,-0.5493856114962598,24,1,25
gran,1946,2,-0.42160826800071705,0,0,0
gran,1947,1,0.0025984008190406693,1,63,64
gran,1948,0,0.17731383030739906,2,62,64
gran,1949,5,0.44631304395034027,3,61,64
gran,1950,2,0.5253930196125829,4,60,64
gran,1951,0,0.5298286994347016,5,59,64
gran,1952,3,0.59600608951382406,6,58,64
gran,1953,0,0.6260101197592074,7,57,64
gran,1954,3,0.5256891295765557,8,56,64
gran,1955,1,0.41943121944170103,9,55,64
gran,1956,2,0.05410735828550509,10,54,64
gran,1957,0,-0.27813518957955724,11,53,64
gran,1958,1,-0.6600624834538013,12,52,64
gran,1959,0,-1.0936927049430998,13,51,64
gran,1960,2,-1.312475609399353,14,50,64
gran,1961,1,-1.1791561503104164,15,49,64
gran,1962,1,-1.061449934555811,16,48,64
gran,1963,0,-0.974068742517993,17,47,64
gran,1964,1,-0.9069470405634801,18,46,64
gran,1965,1,-0.8113487974652,19,45,64
gran,1966,0,-0.6123200645186329,20,44,64
gran,1967,1,-0.6168815150933121,21,43,64
gran,1968,3,-0.6281802305182977,22,42,64
gran,1969,2,-0.8970869611286482,23,41,64
gran,1970,1,-1.0633295073408486,24,40,64
gran,1971,1,-1.4046084667163299,25,39,64
gran,1972,1,-1.5459799134875813,26,38,64
gran,1973,1,-1.447574016121916,27,37,64
gran,1974,1,-0.9527326801516756,28,36,64
gran,1975,1,-0.5807346289874227,29,35,64
gran,1976,0,-0.24101633655923177,30,34,64
gran,1977,0,0.08324963506352319,31,33,64
gran,1978,1,0.18358868766434483,32,32,64
gran,1979,0,0.10938201637115752,33,31,64
gran,1980,0,-0.21378628076608866,34,30,64
gran,1981,0,-0.363857035370943,35,29,64
gran,1982,0,-0.5322944201495412,36,28,64
meta,1685,0,-0.8051509673913245,0,0,0
meta,1686,0,-0.8302344016011082,1,23,24
meta,1687,2,-0.8325386356630918,2,22,24
meta,1688,0,-0.5671980188753372,3,21,24
meta,1689,0,-0.048566729612429305,4,20,24
meta,1690,0,0.31281221605248627,5,19,24
meta,1691,0,0.6150671801178681,6,18,24
meta,1692,1,0.6512096448091347,7,17,24
meta,1693,0,0.4833341454685127,8,16,24
meta,1694,2,0.24735289459648516,9,15,24
meta,1695,3,0.06550005495092762,10,14,24
meta,1696,0,-0.07890341509621114,11,13,24
meta,1697,1,-0.07886324851488853,12,12,24
meta,1698,0,-0.06701582723977241,13,11,24
meta,1699,3,0.03446778641041096,14,10,24
meta,1700,7,0.10044192032418053,15,9,24
meta,1701,1,0.09928193953072346,16,8,24
meta,1702,2,0.16337421754693982,17,7,24
meta,1703,3,0.2809801443258366,18,6,24
meta,1704,6,0.38733505637294396,19,5,24
meta,1705,2,0.3090140680551482,20,4,24
meta,1706,1,0.13262597303664145,21,3,24
meta,1707,2,0.10629901038515378,22,2,24
meta,1708,1,-0.05090467340008086,23,1,24
meta,1709,1,-0.09516490903367088,0,0,0
meta,1710,0,-0.020077130790519232,1,6,7
meta,1711,2,-0.13798415822856183,2,5,7
meta,1712,0,-0.4227053294817,3,4,7
meta,1713,0,-0.48091432455421884,4,3,7
meta,1714,1,-0.6481597379458958,5,2,7
meta,1715,0,-0.9770704978615702,6,1,7
meta,1716,1,-0.975599145415085,0,0,0
meta,1717,0,-1.023851326041937,1,5,6
meta,1718,0,-1.0291027140729059,2,4,6
meta,1719,1,-0.9963205547883457,3,3,6
meta,1720,0,-0.7481923287558847,4,2,6
meta,1721,0,-0.613305485707708,5,1,6
meta,1722,0,-0.4024109510505565,0,0,0
meta,1723,0,-0.37797930052960205,1,4,5
meta,1724,0,-0.5649146852533513,2,3,5
meta,1725,0,-0.6972061523080137,3,2,5
meta,1726,0,-0.5146090681702923,4,1,5
meta,1727,0,-0.2990071677636761,0,0,0
meta,1728,0,0.02953451931372907,1,5,6
meta,1729,0,0.43243672906598063,2,4,6
meta,1730,0,0.49016503815073603,3,3,6
meta,1731,0,0.5552450187025891,4,2,6
meta,1732,0,0.4753298152017981,5,1,6
meta,1733,0,0.32097930987076734,0,0,0
meta,1734,0,0.40994094407715076,1,5,6
meta,1735,0,0.6137971071058365,2,4,6
meta,1736,0,0.37309571163288613,3,3,6
meta,1737,0,0.017389501880706915,4,2,6
meta,1738,0,-0.2396173961976206,5,1,6
meta,1739,0,-0.4904747219260901,0,0,0
meta,1740,0,-0.5857636968932864,1,12,13
meta,1741,0,-0.6492749498831454,2,11,13
meta,1742,0,-0.4642583064015747,3,10,13
meta,1743,1,-0.630751081314072,4,9,13
meta,1744,1,-0.8037050247877631,5,8,13
meta,1745,1,-0.9730530422526126,6,7,13
meta,1746,0,-0.7961964702682995,7,6,13
meta,1747,0,-0.9162183021573171,8,5,13
meta,1748,0,-0.6667937897854594,9,4,13
meta,1749,0,-0.3401967102493356,10,3,13
meta,1750,0,-0.32119554541896805,11,2,13
meta,1751,0,-0.2930120447754411,12,1,13
meta,1752,0,-0.0515855912663847,0,0,0
meta,1753,0,0.16912580936594318,1,8,9
meta,1754,0,0.4053052814457542,2,7,9
meta,1755,2,0.9195911448229284,3,6,9
meta,1756,2,0.983392157702343,4,5,9
meta,1757,0,1.1720780677577523,5,4,9
meta,1758,1,1.2474458600815714,6,3,9
meta,1759,1,0.8876708413424353,7,2,9
meta,1760,1,-0.010888412129624825,8,1,9
meta,1761,2,-0.5824466317256329,0,0,0
meta,1762,0,-1.4091677964442009,1,5,6
meta,1763,0,-2.021077650908012,2,4,6
meta,1764,0,-2.323844702490904,3,3,6
meta,1765,0,-2.0925546695000286,4,2,6
meta,1766,0,-1.7110302552857228,5,1,6
meta,1767,0,-1.1258659851231898,0,0,0
meta,1768,1,-0.6466541288077545,1,9,10
meta,1769,0,-0.3357592243737593,2,8,10
meta,1770,2,0.0053502771580658404,3,7,10
meta,1771,1,-0.013033411788503903,4,6,10
meta,1772,0,0.03397177932600987,5,5,10
meta,1773,0,-0.19536219993193887,6,4,10
meta,1774,2,-0.07446767202155948,7,3,10
meta,1775,1,-0.08175223904604703,8,2,10
meta,1776,0,0.16082300483505582,9,1,10
meta,1777,0,0.2432902875659832,0,0,0
meta,1778,0,0.4305243608673722,1,4,5
meta,1779,0,0.5298093008409912,2,3,5
meta,1780,0,0.6628279116204864,3,2,5
meta,1781,0,0.6366269795830809,4,1,5
meta,1782,0,0.6514563513158826,0,0,0
meta,1783,0,0.8484333469104333,1,6,7
meta,1784,0,0.7949515017109999,2,5,7
meta,1785,1,0.42785798756567867,3,4,7
meta,1786,0,0.13203538324062317,4,3,7
meta,1787,2,-0.14636076300055634,5,2,7
meta,1788,1,-0.5027645904534018,6,1,7
meta,1789,1,-0.7102819538596332,0,0,0
meta,1790,0,-1.0419371758273035,1,42,43
meta,1791,0,-1.0450923190047798,2,41,43
meta,1792,1,-0.8256758683866234,3,40,43
meta,1793,1,-0.7648601576753884,4,39,43
meta,1794,0,-0.6655008012713187,5,38,43
meta,1795,2,0.03884580190885981,6,37,43
meta,1796,1,0.16039463404748022,7,36,43
meta,1797,0,0.059194859837787495,8,35,43
meta,1798,0,-0.06612130792566127,9,34,43
meta,1799,0,-0.08055258461620601,10,33,43
meta,1800,3,-0.09144711054699904,11,32,43
meta,1801,0,0.23946730460706744,12,31,43
meta,1802,1,0.1324053949957853,13,30,43
meta,1803,1,0.11878530693796074,14,29,43
meta,1804,2,-0.06720103415191217,15,28,43
meta,1805,0,-0.385563256487315,16,27,43
meta,1806,1,-0.8018842417348213,17,26,43
meta,1807,0,-0.7003335862863941,18,25,43
meta,1808,2,-0.5321422852328126,19,24,43
meta,1809,2,-0.4352594673277079,20,23,43
meta,1810,1,-0.2691139216530563,21,22,43
meta,1811,5,-0.18460382820180182,22,21,43
meta,1812,4,-0.06531523055183987,23,20,43
meta,1813,4,0.08100613296388828,24,19,43
meta,1814,3,0.23726038974734093,25,18,43
meta,1815,2,0.15848786222206732,26,17,43
meta,1816,5,0.27919926503288534,27,16,43
meta,1817,2,-0.08332473870949239,28,15,43
meta,1818,1,-0.2933268194944093,29,14,43
meta,1819,1,-0.3417997040751215,30,13,43
meta,1820,2,-0.4147297346774615,31,12,43
meta,1821,1,-0.6611812716222695,32,11,43
meta,1822,4,-0.49515004354960634,33,10,43
meta,1823,2,-0.43607238804082243,34,9,43
meta,1824,5,-0.3832449607843059,35,8,43
meta,1825,15,-0.192066650449036,36,7,43
meta,1826,6,0.18730893962411396,37,6,43
meta,1827,7,0.35098234979384624,38,5,43
meta,1828,1,0.09322916517046193,39,4,43
meta,1829,2,-0.04070178318732827,40,3,43
meta,1830,2,-0.37385018845927176,41,2,43
meta,1831,4,-1.0336668292246916,42,1,43
meta,1832,8,-1.4035945002705228,0,0,0
meta,1833,5,-1.211104420687072,1,18,19
meta,1834,3,-1.1124365773455367,2,17,19
meta,1835,1,-0.794123654461186,3,16,19
meta,1836,3,-0.12352485525207686,4,15,19
meta,1837,3,-0.1304032609037801,5,14,19
meta,1838,4,-0.25214668386006983,6,13,19
meta,1839,3,-0.3336026656920618,7,12,19
meta,1840,4,-0.26367537527723395,8,11,19
meta,1841,0,-0.25152945346047073,9,10,19
meta,1842,3,0.14739264827880855,10,9,19
meta,1843,1,0.3557608552027437,11,8,19
meta,1844,2,0.3532090363063143,12,7,19
meta,1845,1,0.24746927544989322,13,6,19
meta,1846,5,0.17675421151288287,14,5,19
meta,1847,2,0.3483561114245734,15,4,19
meta,1848,3,0.605601520171585,16,3,19
meta,1849,2,0.38624814726930623,17,2,19
meta,1850,3,0.17475250679029394,18,1,19
meta,1851,3,-0.29894810088888724,0,0,0
meta,1852,1,-0.6875196922726713,1,8,9
meta,1853,1,-1.3238726456056409,2,7,9
meta,1854,0,-1.1888583267167292,3,6,9
meta,1855,1,-1.2865490623139157,4,5,9
meta,1856,1,-1.055709804276322,5,4,9
meta,1857,1,-0.9627857545750242,6,3,9
meta,1858,0,-0.4975463283985072,7,2,9
meta,1859,2,-0.4231559142757466,8,1,9
meta,1860,0,-0.06668899845623866,0,0,0
meta,1861,2,0.30717118783406716,1,16,17
meta,1862,2,0.557212799479699,2,15,17
meta,1863,2,0.7300781754854568,3,14,17
meta,1864,0,0.8801056319245982,4,13,17
meta,1865,1,0.5052464836235795,5,12,17
meta,1866,0,0.16994763621570036,6,11,17
meta,1867,1,-0.09700228178549011,7,10,17
meta,1868,1,-0.44946149467956714,8,9,17
meta,1869,1,-0.6471207484231238,9,8,17
meta,1870,1,-0.2636508530533287,10,7,17
meta,1871,0,-0.35391437219816235,11,6,17
meta,1872,0,-0.594166680973516,12,5,17
meta,1873,0,-0.6343166358069523,13,4,17
meta,1874,2,-0.5116112132234809,14,3,17
meta,1875,0,-0.5276112130863903,15,2,17
meta,1876,0,-0.07072669157137233,16,1,17
meta,1877,0,0.5105838767310105,0,0,0
meta,1878,1,0.7043081561728348,1,16,17
meta,1879,2,0.5284995860599863,2,15,17
meta,1880,2,0.291756955546835,3,14,17
meta,1881,1,-0.2299137587996906,4,13,17
meta,1882,0,-0.5830961015429824,5,12,17
meta,1883,0,-0.7433187561316554,6,11,17
meta,1884,3,-0.7392952160030719,7,10,17
meta,1885,3,-0.8441901176494991,8,9,17
meta,1886,0,-0.7095558200391764,9,8,17
meta,1887,0,-0.974956405975071,10,7,17
meta,1888,1,-1.0985780763999065,11,6,17
meta,1889,0,-1.2694766341910426,12,5,17
meta,1890,3,-1.3256734255619658,13,4,17
meta,1891,3,-1.5908970038614338,14,3,17
meta,1892,1,-1.3520913060509712,15,2,17
meta,1893,1,-1.217058923882053,16,1,17
meta,1894,1,-0.91313968805927,0,0,0
meta,1895,1,-0.5900361655041573,1,29,30
meta,1896,1,-0.24417597587422135,2,28,30
meta,1897,0,-0.11851880167194091,3,27,30
meta,1898,2,0.1753118655511373,4,26,30
meta,1899,0,0.4896113906844819,5,25,30
meta,1900,1,0.7350616507278539,6,24,30
meta,1901,1,0.9076509364553478,7,23,30
meta,1902,4,0.8421750657909743,8,22,30
meta,1903,0,0.6215448051140933,9,21,30
meta,1904,2,0.16391533006018344,10,20,30
meta,1905,2,-0.19347599698237639,11,19,30
meta,1906,2,-0.6305779408016678,12,18,30
meta,1907,0,-1.0015063915868674,13,17,30
meta,1908,5,-1.3993334116353497,14,16,30
meta,1909,2,-1.4786024901525672,15,15,30
meta,1910,7,-1.6018360783081396,16,14,30
meta,1911,13,-1.4608626213704583,17,13,30
meta,1912,6,-1.3859244168715597,18,12,30
meta,1913,10,-1.0311223618617815,19,11,30
meta,1914,13,-0.7056344067821791,20,10,30
meta,1915,10,-0.2726035867579003,21,9,30
meta,1916,14,0.09050798668797654,22,8,30
meta,1917,25,0.7183702534383036,23,7,30
meta,1918,24,1.0049635687145477,24,6,30
meta,1919,20,1.018175183519477,25,5,30
meta,1920,25,0.9559131219153586,26,4,30
meta,1921,28,0.7840355056744138,27,3,30
meta,1922,30,0.6824336021218018,28,2,30
meta,1923,28,0.7092533414263615,29,1,30
meta,1924,37,0.8444987602168075,0,0,0
meta,1925,33,1.0436435157578594,1,21,22
meta,1926,34,1.2559466966897401,2,20,22
meta,1927,42,1.2498261584810288,3,19,22
meta,1928,40,1.2813730449865726,4,18,22
meta,1929,31,1.1825872243425808,5,17,22
meta,1930,28,1.0951607691527676,6,16,22
meta,1931,35,0.9245067051627127,7,15,22
meta,1932,34,0.7961837662668186,8,14,22
meta,1933,29,0.40561412776000805,9,13,22
meta,1934,36,0.2584390952063143,10,12,22
meta,1935,25,0.09386555028332412,11,11,22
meta,1936,29,-0.08210492863131662,12,10,22
meta,1937,30,-0.3196595017150227,13,9,22
meta,1938,31,-0.18563999009891755,14,8,22
meta,1939,21,-0.18207932452593767,15,7,22
meta,1940,27,-0.23883599094220734,16,6,22
meta,1941,15,-0.1932676418693737,17,5,22
meta,1942,22,-0.3748359888892132,18,4,22
meta,1943,13,-0.46462699391035245,19,3,22
meta,1944,11,-0.5703432123973298,20,2,22
meta,1945,8,-0.5493856114962598,21,1,22
meta,1946,7,-0.42160826800071705,0,0,0
meta,1947,13,0.0025984008190406693,1,63,64
meta,1948,11,0.17731383030739906,2,62,64
meta,1949,4,0.44631304395034027,3,61,64
meta,1950,6,0.5253930196125829,4,60,64
meta,1951,7,0.5298286994347016,5,59,64
meta,1952,1,0.59600608951382406,6,58,64
meta,1953,5,0.6260101197592074,7,57,64
meta,1954,4,0.5256891295765557,8,56,64
meta,1955,5,0.41943121944170103,9,55,64
meta,1956,2,0.05410735828550509,10,54,64
meta,1957,2,-0.27813518957955724,11,53,64
meta,1958,2,-0.6600624834538013,12,52,64
meta,1959,2,-1.0936927049430998,13,51,64
meta,1960,1,-1.312475609399353,14,50,64
meta,1961,1,-1.1791561503104164,15,49,64
meta,1962,4,-1.061449934555811,16,48,64
meta,1963,1,-0.974068742517993,17,47,64
meta,1964,2,-0.9069470405634801,18,46,64
meta,1965,1,-0.8113487974652,19,45,64
meta,1966,1,-0.6123200645186329,20,44,64
meta,1967,0,-0.6168815150933121,21,43,64
meta,1968,0,-0.6281802305182977,22,42,64
meta,1969,0,-0.8970869611286482,23,41,64
meta,1970,3,-1.0633295073408486,24,40,64
meta,1971,0,-1.4046084667163299,25,39,64
meta,1972,1,-1.5459799134875813,26,38,64
meta,1973,0,-1.447574016121916,27,37,64
meta,1974,1,-0.9527326801516756,28,36,64
meta,1975,0,-0.5807346289874227,29,35,64
meta,1976,0,-0.24101633655923177,30,34,64
meta,1977,0,0.08324963506352319,31,33,64
meta,1978,1,0.18358868766434483,32,32,64
meta,1979,0,0.10938201637115752,33,31,64
meta,1980,0,-0.21378628076608866,34,30,64
meta,1981,0,-0.363857035370943,35,29,64
meta,1982,0,-0.5322944201495412,36,28,64
